asset_id,month_index,thickness_mm,pressure_bar,flow_m3h,temperature_C,vibration_mm_s,sensor_glitch_flag
AST-0003,24,9.297,72.99,490.23,39.46,0.85,False
AST-0003,25,9.288,70.84,492.61,38.3,0.771,False
AST-0003,26,9.277,72.82,471.25,33.93,0.799,False
AST-0003,27,9.266,72.61,490.7,32.35,0.803,False
AST-0003,28,9.255,74.03,463.13,31.85,0.721,False
AST-0003,29,9.237,72.82,476.81,29.19,0.701,False
AST-0003,30,9.221,71.08,451.01,29.26,0.809,False
AST-0003,31,9.2,73.11,450.5,32.61,0.746,False
AST-0003,32,9.196,66.09,434.57,36.18,0.784,False
AST-0003,33,9.19,67.07,465.65,36.98,0.797,False
AST-0003,34,9.184,65.62,446.09,38.74,0.773,False
AST-0003,35,9.175,68.91,454.42,38.99,0.791,False
AST-0004,0,9.053,49.4,664.53,64.6,2.905,False
AST-0004,1,9.033,52.83,674.91,63.27,2.938,False
AST-0004,2,9.033,55.02,674.33,58.34,2.859,False
AST-0004,3,9.017,52.34,678.8,56.46,2.855,False
AST-0004,4,8.995,53.45,664.05,55.71,2.919,False
AST-0004,5,8.976,51.77,646.97,55.38,2.923,False
AST-0004,6,8.965,50.21,636.88,55.23,3.005,False
AST-0004,7,8.943,50.21,634.99,59.03,2.876,False
AST-0004,8,8.932,46.98,638.71,59.96,2.911,False
AST-0004,9,8.915,46.61,670.22,62.06,2.859,False
AST-0004,10,8.906,48.91,649.4,63.79,2.892,False
AST-0004,11,8.896,46.99,665.4,65.17,2.911,False
AST-0004,12,8.871,48.99,665.6,63.19,2.96,False
AST-0004,13,8.846,53.48,702.09,60.77,2.858,False
AST-0004,14,8.837,51.09,668.77,58.84,2.912,False
AST-0004,15,8.813,53.87,670.83,57.13,3.001,False
AST-0004,16,8.814,51.2,637.53,55.53,2.889,False
AST-0004,17,8.775,52.43,652.08,53.68,2.845,False
AST-0004,18,8.672,47.32,635.36,55.05,2.884,False
AST-0004,19,8.569,49.25,644.82,56.4,2.898,False
AST-0004,20,8.46,48.7,649.13,60.89,2.976,False
AST-0004,21,8.364,44.06,644.11,60.9,3.105,False
AST-0004,22,8.261,47.78,674.9,63.94,3.081,False
AST-0004,23,8.169,46.2,662.77,64.47,3.22,False
AST-0004,24,8.081,50.79,675.74,63.51,2.953,False
AST-0004,25,7.99,50.26,680.72,60.1,3.298,False
AST-0004,26,7.877,52.35,647.99,59.27,3.232,False
AST-0004,27,7.77,51.65,646.33,57.05,3.311,False
AST-0004,28,7.667,46.04,642.15,57.4,3.401,False
AST-0004,29,7.554,50.01,649.4,54.97,3.509,False
AST-0004,30,7.448,50.31,649.19,54.61,3.772,False
AST-0004,31,7.351,45.55,629.11,55.8,3.299,False
AST-0004,32,7.23,46.05,649.13,59.38,3.511,False
AST-0004,33,7.124,45.12,640.3,62.07,3.571,False
AST-0004,34,7.011,44.8,629.21,64.18,3.14,False
AST-0004,35,6.918,43.19,665.77,64.53,3.768,False
AST-0005,0,11.821,77.12,268.06,45.22,2.478,False
AST-0005,1,11.766,80.03,269.61,45.16,2.485,False
AST-0005,2,11.739,76.72,262.39,42.44,2.547,False
AST-0005,3,11.683,78.91,250.4,40.05,2.613,False
AST-0005,4,11.632,79.42,235.23,38.36,2.432,False
AST-0005,5,11.594,81.29,230.4,34.23,2.512,False
AST-0005,6,11.554,77.27,223.55,37.89,2.41,False
AST-0005,7,11.507,74.98,207.05,39.42,2.543,False
AST-0005,8,11.487,75.86,208.75,41.48,2.442,False
AST-0005,9,11.452,74.13,225.87,44.32,2.464,False
AST-0005,10,11.41,73.76,233.51,44.07,2.501,False
AST-0005,11,11.394,75.1,243.28,48.2,2.402,False
AST-0005,12,11.343,79.44,252.5,45.56,2.517,False
AST-0005,13,11.322,78.48,278.59,44.11,2.492,False
AST-0005,14,11.262,79.14,260.72,43.94,2.411,False
AST-0005,15,11.232,80.56,251.5,38.61,2.438,False
AST-0005,16,11.183,79.81,244.76,38.14,2.438,False
AST-0005,17,11.135,82.81,230.18,36.21,2.525,False
AST-0005,18,11.101,76.8,231.7,36.27,2.466,False
AST-0005,19,11.051,75.0,204.72,36.83,2.424,False
AST-0005,20,11.013,73.02,218.32,40.4,2.465,False
AST-0005,21,10.967,74.43,227.7,43.29,2.503,False
AST-0005,22,10.936,184.01,221.86,45.93,8.007,True
AST-0005,23,10.894,75.85,251.29,46.51,2.492,False
AST-0005,24,10.841,77.4,268.1,45.49,2.525,False
AST-0005,25,10.791,82.22,261.87,42.35,2.459,False
AST-0005,26,10.745,80.37,270.98,42.6,2.548,False
AST-0005,27,10.691,80.94,262.98,39.26,2.457,False
AST-0005,28,10.649,81.21,245.3,36.98,2.487,False
AST-0005,29,10.604,76.34,231.79,38.45,2.476,False
AST-0005,30,10.545,78.43,225.59,36.73,2.541,False
AST-0005,31,10.494,76.72,225.59,38.89,2.478,False
AST-0005,32,10.463,73.51,209.13,41.79,2.518,False
AST-0005,33,10.419,73.92,240.19,43.68,2.462,False
AST-0005,34,10.36,72.2,247.17,44.04,2.481,False
AST-0005,35,10.341,76.49,248.49,44.52,2.529,False
AST-0006,0,10.369,82.85,748.7,59.23,3.0,False
AST-0006,1,10.33,86.06,767.67,58.86,2.987,False
AST-0006,2,10.292,82.53,749.43,56.22,3.047,False
AST-0006,3,10.248,84.02,755.49,52.87,3.028,False
AST-0006,4,10.199,84.22,748.48,49.58,3.086,False
AST-0006,5,10.158,80.24,723.89,50.75,2.993,False
AST-0006,6,10.113,80.34,738.57,49.85,2.989,False
AST-0006,7,10.088,78.16,719.35,52.42,2.912,False
AST-0006,8,10.045,77.65,719.59,52.16,2.944,False
AST-0006,9,10.001,77.0,747.06,55.88,2.944,False
AST-0006,10,9.965,77.73,738.79,59.91,3.052,False
AST-0006,11,9.931,79.79,740.6,59.41,2.979,False
AST-0006,12,9.884,80.66,755.98,59.7,2.949,False
AST-0006,13,9.851,81.2,751.7,58.83,2.97,False
AST-0006,14,9.822,84.19,782.99,53.9,2.883,False
AST-0006,15,9.796,84.12,746.24,52.67,2.931,False
AST-0006,16,9.757,82.24,735.23,50.06,2.907,False
AST-0006,17,9.721,82.05,729.4,49.49,2.946,False
AST-0006,18,9.673,80.46,729.31,49.7,2.997,False
AST-0006,19,9.633,76.99,725.85,52.82,2.967,False
AST-0006,20,9.606,76.33,724.93,52.26,2.966,False
AST-0006,21,9.59,76.23,720.16,56.5,2.96,False
AST-0006,22,9.547,79.3,741.8,58.95,2.935,False
AST-0006,23,9.523,80.91,762.32,59.68,2.969,False
AST-0006,24,9.518,81.61,756.99,58.98,3.014,False
AST-0006,25,9.495,82.44,761.94,57.5,2.986,False
AST-0006,26,9.471,84.02,771.96,53.22,2.987,False
AST-0006,27,9.441,82.8,750.4,54.25,2.915,False
AST-0006,28,9.419,86.34,737.61,50.39,2.958,False
AST-0006,29,9.387,86.34,746.04,48.66,3.011,False
AST-0006,30,9.371,82.68,736.06,50.99,2.955,False
AST-0006,31,9.329,80.24,717.38,49.97,2.984,False
AST-0006,32,9.306,79.51,726.83,54.77,3.022,False
AST-0006,33,9.288,77.35,739.38,56.03,2.944,False
AST-0006,34,9.236,79.79,748.05,59.53,3.007,False
AST-0006,35,9.204,79.01,776.81,60.02,2.955,False
AST-0007,0,13.47,62.49,364.99,28.98,2.054,False
AST-0007,1,13.465,65.63,366.11,26.54,2.031,False
AST-0007,2,13.449,65.35,362.41,25.47,2.025,False
AST-0007,3,13.43,66.22,348.2,21.49,2.062,False
AST-0007,4,13.44,64.93,334.4,19.71,2.039,False
AST-0007,5,13.436,63.42,332.69,17.98,2.096,False
AST-0007,6,13.418,59.6,333.37,20.55,2.005,False
AST-0007,7,13.41,63.18,346.48,19.86,2.182,False
AST-0007,8,13.391,60.77,319.48,24.45,2.051,False
AST-0007,9,13.379,60.71,337.16,26.34,2.112,False
AST-0007,10,13.363,58.32,335.82,27.93,2.026,False
AST-0007,11,13.344,60.18,370.69,30.77,2.069,False
AST-0007,12,13.319,61.82,365.3,28.63,2.012,False
AST-0007,13,13.303,62.24,397.79,26.24,1.994,False
AST-0007,14,13.278,64.61,370.71,23.05,2.023,False
AST-0007,15,13.288,65.09,335.59,21.02,2.03,False
AST-0007,16,13.275,64.97,357.1,21.1,2.114,False
AST-0007,17,13.262,64.18,339.46,19.05,2.04,False
AST-0007,18,13.249,61.77,323.75,19.22,1.996,False
AST-0007,19,13.239,59.12,335.32,20.97,1.987,False
AST-0007,20,13.235,58.7,329.85,25.1,2.058,False
AST-0007,21,13.22,58.18,355.29,26.5,1.945,False
AST-0007,22,13.191,61.68,364.58,27.48,2.102,False
AST-0007,23,13.18,58.5,349.94,28.73,2.102,False
AST-0007,24,13.168,59.89,360.93,28.22,2.1,False
AST-0007,25,13.148,62.28,339.8,25.55,2.128,False
AST-0007,26,13.146,66.97,377.64,24.92,2.042,False
AST-0007,27,13.135,67.31,362.24,23.07,2.115,False
AST-0007,28,13.118,64.07,323.0,18.22,2.006,False
AST-0007,29,13.107,63.69,357.55,18.18,2.055,False
AST-0007,30,13.105,61.95,314.38,21.29,2.023,False
AST-0007,31,13.096,61.95,326.7,21.5,2.028,False
AST-0007,32,13.084,58.14,328.19,23.34,2.172,False
AST-0007,33,13.059,58.62,339.0,25.18,2.035,False
AST-0007,34,13.034,59.65,360.11,29.14,2.138,False
AST-0007,35,13.001,59.68,348.72,28.19,2.173,False
AST-0008,0,12.237,40.41,790.61,54.28,2.378,False
AST-0008,1,12.211,45.85,794.85,54.19,2.331,False
AST-0008,2,12.199,42.46,806.75,52.56,2.222,False
AST-0008,3,12.165,44.42,781.59,49.46,2.325,False
AST-0008,4,12.161,42.15,782.08,47.53,2.353,False
AST-0008,5,12.139,43.95,774.1,46.87,2.32,False
AST-0008,6,12.121,42.7,760.39,46.27,2.3,False
AST-0008,7,12.106,40.04,763.66,49.7,2.396,False
AST-0008,8,12.097,36.86,759.88,50.79,2.268,False
AST-0008,9,12.084,36.81,764.44,54.97,2.335,False
AST-0008,10,12.064,37.78,777.51,56.04,2.346,False
AST-0008,11,12.054,40.6,789.66,55.12,2.363,False
AST-0008,12,12.044,40.8,777.98,55.0,2.377,False
AST-0008,13,12.037,42.66,793.16,54.14,2.362,False
AST-0008,14,12.027,43.64,805.88,53.42,2.291,False
AST-0008,15,12.017,46.55,777.88,50.96,2.292,False
AST-0008,16,11.993,102.08,774.13,48.42,5.978,True
AST-0008,17,11.987,41.09,771.59,47.95,2.405,False
AST-0008,18,11.966,41.94,754.91,47.01,2.283,False
AST-0008,19,11.944,39.59,765.31,49.36,2.337,False
AST-0008,20,11.926,38.83,753.37,51.61,2.358,False
AST-0008,21,11.907,36.88,762.34,52.67,2.388,False
AST-0008,22,11.884,41.17,775.57,58.82,2.313,False
AST-0008,23,11.869,39.87,795.94,56.57,2.414,False
AST-0008,24,11.848,39.45,799.42,56.12,2.294,False
AST-0008,25,11.803,41.92,783.82,53.91,2.322,False
AST-0008,26,11.779,44.43,789.73,52.52,2.281,False
AST-0008,27,11.77,42.03,799.86,50.32,2.374,False
AST-0008,28,11.744,40.77,787.98,47.81,2.356,False
AST-0008,29,11.735,40.07,762.12,47.3,2.359,False
AST-0008,30,11.727,39.73,758.01,45.8,2.254,False
AST-0008,31,11.708,37.54,757.27,49.87,2.26,False
AST-0008,32,11.679,37.59,754.9,52.4,2.309,False
AST-0008,33,11.656,37.3,772.4,54.11,2.376,False
AST-0008,34,11.638,38.12,784.51,54.76,2.376,False
AST-0008,35,11.632,41.13,809.92,57.69,2.396,False
AST-0009,0,9.815,64.75,510.52,19.29,2.908,False
AST-0009,1,9.801,67.65,502.66,19.63,2.986,False
AST-0009,2,9.768,65.72,59.45,15.81,2.944,True
AST-0009,3,9.74,66.58,484.84,14.98,2.94,False
AST-0009,4,9.716,65.34,498.14,11.75,2.948,False
AST-0009,5,9.676,65.03,474.99,11.32,2.876,False
AST-0009,6,9.635,64.11,474.66,8.9,2.929,False
AST-0009,7,9.619,64.97,464.29,13.12,2.912,False
AST-0009,8,9.606,63.69,448.66,14.95,2.911,False
AST-0009,9,9.574,61.01,489.77,17.53,2.981,False
AST-0009,10,9.539,61.64,476.3,20.05,2.945,False
AST-0009,11,9.509,62.47,502.91,21.61,2.928,False
AST-0009,12,9.483,65.67,524.98,21.68,2.98,False
AST-0009,13,9.454,67.08,514.55,18.08,2.909,False
AST-0009,14,9.423,67.19,506.69,17.75,2.974,False
AST-0009,15,9.406,69.55,506.08,12.5,2.915,False
AST-0009,16,9.374,68.81,491.32,12.7,2.934,False
AST-0009,17,9.352,66.38,478.02,9.33,2.911,False
AST-0009,18,9.33,64.48,475.58,10.57,2.849,False
AST-0009,19,9.298,65.88,475.38,11.83,2.919,False
AST-0009,20,9.272,63.06,460.59,15.79,2.952,False
AST-0009,21,9.256,61.33,449.69,17.65,2.905,False
AST-0009,22,9.23,62.17,464.0,20.48,2.884,False
AST-0009,23,9.219,63.39,493.87,21.47,2.937,False
AST-0009,24,9.21,62.63,498.52,20.73,2.9,False
AST-0009,25,9.188,64.9,504.73,19.31,2.947,False
AST-0009,26,9.171,67.34,509.57,16.64,2.906,False
AST-0009,27,9.151,66.24,481.07,13.32,2.879,False
AST-0009,28,9.121,66.09,485.87,10.26,2.906,False
AST-0009,29,9.089,65.28,488.88,9.7,2.868,False
AST-0009,30,9.048,65.59,470.3,9.45,2.83,False
AST-0009,31,9.027,61.69,468.21,13.41,2.978,False
AST-0009,32,8.99,62.26,468.61,16.78,2.882,False
AST-0009,33,8.962,62.42,481.98,20.15,2.97,False
AST-0009,34,8.924,61.74,487.66,18.99,2.957,False
AST-0009,35,8.899,62.92,515.96,23.15,2.933,False
AST-0010,0,8.962,60.81,281.6,24.87,2.676,False
AST-0010,1,8.917,65.31,276.67,25.04,2.594,False
AST-0010,2,8.871,64.37,268.8,21.07,2.572,False
AST-0010,3,8.812,66.66,257.0,21.25,2.688,False
AST-0010,4,8.777,65.86,271.6,16.52,2.671,False
AST-0010,5,8.741,64.82,256.16,16.43,2.685,False
AST-0010,6,8.69,62.93,259.14,18.1,2.654,False
AST-0010,7,8.655,58.3,235.62,18.73,2.653,False
AST-0010,8,8.617,60.52,258.17,21.21,2.671,False
AST-0010,9,8.566,59.57,242.44,24.15,2.723,False
AST-0010,10,8.523,59.84,253.84,26.49,2.571,False
AST-0010,11,8.474,60.65,271.28,27.33,2.638,False
AST-0010,12,8.43,60.53,282.38,26.14,2.562,False
AST-0010,13,8.376,63.69,271.89,23.27,2.635,False
AST-0010,14,8.34,66.17,286.44,22.85,2.574,False
AST-0010,15,8.305,65.91,267.82,20.01,2.658,False
AST-0010,16,8.263,63.81,259.6,19.44,2.693,False
AST-0010,17,8.219,62.0,244.13,17.96,2.556,False
AST-0010,18,8.183,61.3,252.42,17.94,2.6,False
AST-0010,19,8.144,58.23,243.48,20.39,2.725,False
AST-0010,20,8.118,59.75,255.89,22.16,2.68,False
AST-0010,21,8.081,57.7,235.37,24.33,2.65,False
AST-0010,22,8.056,59.99,284.75,26.06,2.638,False
AST-0010,23,7.998,58.58,276.36,26.09,2.613,False
AST-0010,24,7.946,64.32,286.46,26.08,2.765,False
AST-0010,25,7.914,60.45,299.09,25.77,2.762,False
AST-0010,26,7.861,64.32,290.99,20.73,2.714,False
AST-0010,27,7.823,65.58,268.3,19.25,2.618,False
AST-0010,28,7.784,61.44,274.71,19.03,2.606,False
AST-0010,29,7.749,63.61,249.7,16.05,2.693,False
AST-0010,30,7.69,61.69,239.06,18.59,2.672,False
AST-0010,31,7.64,59.14,243.9,18.84,2.576,False
AST-0010,32,7.589,59.37,233.92,19.88,2.724,False
AST-0010,33,7.557,58.21,239.57,25.41,2.621,False
AST-0010,34,7.519,61.16,266.78,26.84,2.677,False
AST-0010,35,7.477,59.77,293.48,25.98,2.641,False
AST-0011,0,13.879,55.49,325.99,21.63,1.843,False
AST-0011,1,13.847,57.83,320.81,20.35,1.935,False
AST-0011,2,13.815,57.05,338.73,18.66,1.864,False
AST-0011,3,13.792,56.9,333.65,15.53,1.858,False
AST-0011,4,13.752,59.15,320.25,12.8,1.77,False
AST-0011,5,13.733,55.93,309.33,12.78,1.775,False
AST-0011,6,13.716,54.37,295.52,14.79,1.825,False
AST-0011,7,13.683,53.77,297.4,16.39,1.87,False
AST-0011,8,13.656,51.71,293.78,19.12,1.859,False
AST-0011,9,13.626,52.55,316.32,21.83,1.882,False
AST-0011,10,13.586,53.22,325.54,23.18,1.849,False
AST-0011,11,13.552,58.25,325.59,23.87,1.814,False
AST-0011,12,13.51,54.47,332.25,21.78,1.798,False
AST-0011,13,13.477,61.18,336.47,20.05,1.881,False
AST-0011,14,13.437,57.65,331.62,19.11,1.874,False
AST-0011,15,13.416,58.18,318.25,17.13,1.747,False
AST-0011,16,13.381,58.53,327.01,14.68,1.895,False
AST-0011,17,13.35,58.37,318.5,13.4,1.769,False
AST-0011,18,13.318,57.11,293.97,13.37,1.859,False
AST-0011,19,13.31,54.54,281.66,14.98,1.904,False
AST-0011,20,13.296,52.39,302.82,20.13,1.812,False
AST-0011,21,13.254,51.92,316.58,19.42,1.828,False
AST-0011,22,13.238,54.14,318.72,22.57,1.799,False
AST-0011,23,13.208,55.45,303.08,22.96,1.844,False
AST-0011,24,13.177,55.88,333.94,22.84,1.824,False
AST-0011,25,13.155,55.88,339.51,21.9,1.914,False
AST-0011,26,13.119,59.92,337.3,19.08,1.82,False
AST-0011,27,13.084,58.83,333.32,15.61,1.788,False
AST-0011,28,13.059,56.91,335.42,15.03,1.865,False
AST-0011,29,13.035,56.72,297.16,13.75,1.851,False
AST-0011,30,13.008,51.98,302.39,17.01,1.88,False
AST-0011,31,12.975,52.87,286.65,15.57,1.841,False
AST-0011,32,12.96,52.9,298.31,18.74,1.776,False
AST-0011,33,12.945,54.94,292.2,19.81,1.857,False
AST-0011,34,12.916,53.72,319.39,21.87,1.812,False
AST-0011,35,12.902,54.58,318.1,24.12,1.771,False
AST-0012,0,11.716,66.18,325.21,22.57,1.06,False
AST-0012,1,11.697,65.47,314.77,20.28,1.104,False
AST-0012,2,11.679,71.38,329.6,19.23,1.105,False
AST-0012,3,11.663,68.75,312.81,18.8,0.993,False
AST-0012,4,11.642,66.45,332.66,16.78,1.049,False
AST-0012,5,11.633,67.23,305.85,12.81,1.084,False
AST-0012,6,11.599,65.62,290.34,14.56,1.073,False
AST-0012,7,11.559,62.46,283.87,14.78,1.02,False
AST-0012,8,11.524,65.15,304.38,18.17,1.133,False
AST-0012,9,11.492,65.32,308.53,20.21,1.031,False
AST-0012,10,11.449,63.42,330.32,20.54,1.07,False
AST-0012,11,11.424,68.17,326.7,23.01,1.074,False
AST-0012,12,11.401,67.57,328.73,22.15,1.138,False
AST-0012,13,11.364,66.91,335.77,20.53,1.023,False
AST-0012,14,11.339,67.14,320.32,19.13,1.085,False
AST-0012,15,11.314,69.54,332.12,16.1,1.11,False
AST-0012,16,11.28,68.31,315.56,12.99,1.033,False
AST-0012,17,11.259,68.25,320.98,12.55,1.087,False
AST-0012,18,11.231,65.06,307.38,13.21,1.123,False
AST-0012,19,11.206,62.71,300.74,16.43,1.087,False
AST-0012,20,11.161,63.03,297.23,18.43,1.031,False
AST-0012,21,11.126,63.48,314.25,22.24,1.081,False
AST-0012,22,11.079,64.95,314.03,22.52,1.083,False
AST-0012,23,11.061,62.28,318.49,22.45,1.041,False
AST-0012,24,11.032,66.39,322.77,22.52,1.102,False
AST-0012,25,11.008,67.84,360.15,21.32,1.038,False
AST-0012,26,10.975,68.47,335.65,17.46,1.025,False
AST-0012,27,10.945,68.25,327.22,16.42,1.117,False
AST-0012,28,10.91,67.88,324.85,14.74,1.116,False
AST-0012,29,10.873,67.45,311.47,14.52,1.04,False
AST-0012,30,10.84,66.72,293.12,13.82,1.068,False
AST-0012,31,10.811,64.36,296.61,16.96,1.012,False
AST-0012,32,10.805,62.77,296.46,17.46,1.128,False
AST-0012,33,10.773,62.54,317.64,20.5,1.032,False
AST-0012,34,10.746,64.63,340.01,22.57,1.035,False
AST-0012,35,10.709,61.95,332.86,24.23,1.095,False
AST-0013,0,13.598,47.04,723.41,28.7,0.926,False
AST-0013,1,13.578,48.21,744.32,26.32,0.813,False
AST-0013,2,13.551,49.93,741.48,22.61,0.821,False
AST-0013,3,13.546,49.41,749.04,20.71,0.904,False
AST-0013,4,13.533,47.01,741.88,18.03,0.87,False
AST-0013,5,13.529,46.46,735.42,18.1,0.803,False
AST-0013,6,13.515,51.06,716.79,17.95,0.924,False
AST-0013,7,13.499,47.37,709.63,18.24,0.833,False
AST-0013,8,13.48,42.02,706.14,21.84,0.871,False
AST-0013,9,13.454,43.56,706.64,23.63,0.88,False
AST-0013,10,13.441,43.73,718.45,25.93,0.848,False
AST-0013,11,13.416,45.28,740.67,27.11,0.799,False
AST-0013,12,13.396,46.38,103.41,26.64,0.913,True
AST-0013,13,13.382,47.95,754.74,25.4,0.817,False
AST-0013,14,13.356,49.7,754.3,22.34,0.917,False
AST-0013,15,13.338,46.41,721.16,21.11,0.813,False
AST-0013,16,13.318,51.65,745.61,18.54,0.853,False
AST-0013,17,13.291,46.86,721.94,18.2,0.881,False
AST-0013,18,13.278,47.94,726.03,18.81,0.939,False
AST-0013,19,13.246,45.19,743.5,18.79,0.819,False
AST-0013,20,13.227,46.2,706.31,23.31,0.911,False
AST-0013,21,13.222,44.99,732.25,25.56,0.863,False
AST-0013,22,13.207,44.24,730.13,26.1,0.801,False
AST-0013,23,13.19,44.33,742.09,28.35,0.822,False
AST-0013,24,13.177,45.22,752.42,25.59,0.813,False
AST-0013,25,13.18,49.05,765.86,25.4,0.868,False
AST-0013,26,13.169,49.77,741.83,22.87,0.813,False
AST-0013,27,13.142,48.6,728.86,19.71,0.873,False
AST-0013,28,13.123,47.89,739.37,18.56,0.834,False
AST-0013,29,13.094,43.57,729.57,17.43,0.832,False
